iter	RMSE
288	0.05791055539
289	0.05784688908
290	0.05780562858
291	0.05765209552
292	0.05763885688
293	0.05753673224
294	0.05750649456
295	0.05749674803
296	0.05739545328
297	0.05723005086
298	0.05720153931
299	0.05710703331
300	0.05704696385
301	0.05697943913
302	0.05696465747
303	0.05681829632
304	0.05669348325
305	0.05650966587
306	0.05641991405
307	0.05637482847
308	0.0563474195
309	0.05631473972
310	0.05617629736
311	0.05604838408
312	0.05592213738
313	0.05574503767
314	0.05570213452
315	0.0555539408
316	0.05540566654
317	0.05527750139
318	0.05514746074
319	0.0550721805
320	0.05494612122
321	0.05478956213
322	0.05471702125
323	0.05459316708
324	0.05438030381
325	0.05433437894
326	0.05422809439
327	0.05405106819
328	0.05398931695
329	0.05384426613
330	0.05380683222
331	0.05379785156
332	0.05357222408
333	0.0534728257
334	0.05327314564
335	0.05315009701
336	0.05286509563
337	0.05259317128
338	0.05244019751
339	0.05229040822
340	0.05217404556
341	0.05205487176
342	0.05205063071
343	0.05190456342
344	0.05188359689
345	0.05183610954
346	0.05178109865
347	0.05170686745
348	0.05164130721
349	0.05146608571
350	0.05144602341
351	0.05144217366
352	0.05138059698
353	0.05123994213
354	0.05105798914
355	0.05101895085
356	0.05098613516
357	0.05098242194
358	0.05086971084
359	0.05072991038
360	0.05068951828
361	0.05058386946
362	0.05050971129
363	0.05050620916
364	0.0503936418
365	0.05026761831
366	0.05013462883
367	0.05008246287
368	0.05002966359
369	0.04993007791
370	0.04978519895
371	0.04975225609
372	0.04966441016
373	0.04954432551
374	0.04946169052
375	0.04938485759
376	0.0492634567
377	0.04923763963
378	0.04917528802
379	0.04908404127
380	0.04897282648
381	0.04889926179
382	0.04886066653
383	0.04870274754
384	0.04868529332
385	0.04857885055
386	0.04853201241
387	0.04844645006
388	0.04839469095
389	0.04829370816
390	0.04820703773
391	0.04810733315
392	0.04807748363
393	0.04803208012
394	0.04787779837
395	0.0478238105
396	0.04768186146
397	0.04764837316
398	0.04755601468
399	0.04744808628
400	0.04736061238
401	0.04732379348
402	0.04727308688
403	0.04719844287
404	0.04719329485
405	0.04716432214
406	0.0471297363
407	0.04710090783
408	0.04709031411
409	0.04697335509
410	0.04688370498
411	0.0467424496
412	0.04655642251
413	0.04652183891
414	0.04648853087
415	0.0464000607
416	0.04628962405
417	0.04616022167
418	0.0461258376
419	0.04607403004
420	0.04603445983
421	0.04597095327
422	0.04586560203
423	0.04582702665
424	0.04578273551
425	0.04572116984
426	0.04571631821
427	0.04563766724
428	0.04559736071
429	0.04556269154
430	0.04550103074
431	0.04540839197
432	0.04530709225
433	0.04518677268
434	0.04514318745
435	0.0450790352
436	0.04506035869
437	0.04500266532
438	0.04488724004
439	0.04486084324
440	0.04480630481
441	0.04469293076
442	0.04461976093
443	0.04451962555
444	0.04443115084
445	0.04433329894
446	0.0443240098
447	0.04419523486
448	0.04417077878
449	0.04400871648
450	0.04388193621
451	0.0438305835
452	0.04369482986
453	0.04364396445
454	0.04359169451
455	0.04356734719
456	0.0434988375
457	0.04336843142
458	0.04336169365
459	0.04325114954
460	0.04321040161
461	0.04318473508
462	0.04317029517
463	0.04306596556
464	0.04301991731
465	0.04293254256
466	0.04289579235
467	0.04273239783
468	0.04265888732
469	0.04259221611
470	0.04252144271
471	0.04251052679
472	0.0425019214
473	0.0424194027
474	0.04237036534
475	0.04232616939
476	0.04217115514
477	0.04216435607
478	0.0420837563
479	0.04201786081
480	0.04200961369
481	0.04186352801
482	0.04185189273
483	0.04182573621
484	0.04168794312
485	0.04160000071
486	0.04155175224
487	0.04148442698
488	0.04143810728
489	0.04134149132
490	0.04120200491
491	0.04113560676
492	0.04106975375
493	0.04097042017
494	0.04090193824
495	0.04082060973
496	0.0406536969
497	0.04059092468
498	0.04057012244
499	0.04050918335
500	0.04048599967
501	0.04035666914
502	0.04034540875
503	0.04025386484
504	0.04016433927
505	0.04015325769
506	0.04012347573
507	0.04010609008
508	0.04007568796
509	0.04001322384
510	0.03988432544
511	0.03984561844
512	0.03980098621
513	0.03978504387
514	0.03966058858
515	0.03950435881
516	0.03942714902
517	0.03939302522
518	0.03935838487
519	0.03930828912
520	0.03921480232
521	0.03911835013
522	0.03902005061
523	0.03894357884
524	0.03887990261
525	0.03883158378
526	0.03880752763
527	0.03874941057
528	0.03861875407
529	0.03859623887
530	0.03852593664
531	0.03848652581
532	0.03843386409
533	0.03837014062
