iter	RMSE
0	0.1699917435
1	0.1680884637
2	0.1654841106
3	0.162678299
4	0.1600289942
5	0.1574727139
6	0.1551223556
7	0.1529731305
8	0.1509898427
9	0.1487904749
10	0.1475103735
11	0.1453431496
12	0.1432859257
13	0.1415720736
14	0.1391559081
15	0.1375475182
16	0.1359655522
17	0.1349640712
18	0.1336176028
19	0.1318132723
20	0.1304525831
21	0.128902627
22	0.1271163065
23	0.1258894415
24	0.1250304542
25	0.1236532842
26	0.1228295874
27	0.1220222627
28	0.1208228191
29	0.1196196302
30	0.1191995297
31	0.1187541273
32	0.118644096
33	0.1177164926
34	0.116400454
35	0.1153586164
36	0.1148201687
37	0.1138810945
38	0.1129944405
39	0.1119438111
40	0.1109949691
41	0.1102410721
42	0.1093069549
43	0.108772749
44	0.1079939331
45	0.1075868923
46	0.1066340942
47	0.1057431189
48	0.1053013442
49	0.1047987669
50	0.104364831
51	0.1036088215
52	0.1031233479
53	0.1026442558
54	0.1020557582
55	0.1015645173
56	0.1013455393
57	0.1008984825
58	0.1005260523
59	0.1002207706
60	0.09986849495
61	0.0995902474
62	0.09941622373
63	0.09899690544
64	0.09867761956
65	0.09837745253
66	0.09812249087
67	0.09774444517
68	0.0975648107
69	0.09721991999
70	0.09702787791
71	0.09655652269
72	0.0961791218
73	0.09573500828
74	0.09550715574
75	0.09508094646
76	0.09488232558
77	0.09478006216
78	0.09438037033
79	0.09419873832
80	0.0939482313
81	0.09368500809
82	0.09347723049
83	0.09320874655
84	0.09294376624
85	0.09276279237
86	0.09240839057
87	0.09201620967
88	0.09180279893
89	0.09138808706
90	0.09121441895
91	0.09098634162
92	0.09081550231
93	0.09061743833
94	0.09037383588
95	0.09006525293
96	0.08998742665
97	0.08966635277
98	0.08936337874
99	0.08914090884
100	0.08913651693
101	0.08876861361
102	0.08857640494
103	0.08825081971
104	0.08806908444
105	0.08773347539
106	0.08768984611
107	0.08730086284
108	0.0871296554
109	0.08684032089
110	0.08653400761
111	0.08636212136
112	0.08632025517
113	0.08626329731
114	0.08606578845
115	0.08604845239
116	0.08589447468
117	0.08562231797
118	0.08562106521
119	0.08553412696
120	0.08550752448
121	0.08547631511
122	0.08525218532
123	0.08481510376
124	0.08464290942
125	0.08441386628
126	0.08421346469
127	0.08391871833
128	0.08361148011
129	0.08343616405
130	0.08316422687
131	0.08304956366
132	0.08285624289
133	0.08271015979
134	0.08248487822
135	0.08232137349
136	0.08210660983
137	0.08204676023
138	0.08186115138
139	0.08174451311
140	0.08146423714
141	0.08117873567
142	0.0810718663
143	0.08095800827
144	0.08072490172
145	0.08045035547
146	0.08028699024
147	0.07999255907
148	0.07971406876
149	0.07952628763
150	0.07923424208
151	0.07885530444
152	0.07860071101
153	0.07848814733
154	0.078313057
155	0.07809835416
156	0.07779492228
157	0.0776303689
158	0.07735263198
159	0.07712394864
160	0.07690784936
161	0.07674087471
162	0.07649596305
163	0.076380239
164	0.07619590784
165	0.07603499809
166	0.07575598463
167	0.07538013757
168	0.07531507467
169	0.07519783094
170	0.0749502452
171	0.0747457683
172	0.07447947595
173	0.07428241715
174	0.07408180761
175	0.07384018641
176	0.0735474859
177	0.07332505673
178	0.07307365099
179	0.07281637624
180	0.07263574862
181	0.0724419573
182	0.07242752169
183	0.07221779225
184	0.07207029205
185	0.07169597255
186	0.0713772953
187	0.07133554102
188	0.07110634278
189	0.0709613612
190	0.07070163669
191	0.07065147976
192	0.07035801627
193	0.07011799162
194	0.06993285929
195	0.06981274734
196	0.06961162648
197	0.06957833183
198	0.06942088664
199	0.06923312288
200	0.069215932
201	0.06910031083
202	0.06881130133
203	0.06860129895
204	0.06855607938
205	0.06850131829
206	0.06842029536
207	0.06819209675
208	0.06815942531
209	0.06796240944
210	0.06765841927
211	0.06753315188
212	0.06738755395
213	0.0671783531
214	0.06690980994
215	0.06689480302
216	0.06679946863
217	0.06676959198
218	0.0665227939
219	0.06649251755
220	0.06646485839
221	0.0664378523
222	0.06616879053
223	0.06587861579
224	0.06573394794
225	0.06554059008
226	0.06544552018
227	0.06528267247
228	0.06523566133
229	0.0649581388
230	0.06475375213
231	0.06458918064
232	0.06438244525
233	0.06416319213
234	0.06391074677
235	0.06388951746
236	0.06375834444
237	0.06368064722
238	0.06340310368
239	0.06322054893
240	0.06303653997
241	0.06287129
242	0.06282280508
243	0.06260298085
244	0.06235451079
245	0.06228853902
246	0.06209834072
247	0.06201369887
248	0.06175090508
249	0.06172637465
250	0.06157271367
251	0.06144281156
252	0.06141329985
253	0.06139842374
254	0.06134159888
255	0.06131109724
256	0.0612389351
257	0.06113785102
258	0.0609616842
259	0.06079211351
260	0.06076618456
261	0.06069852156
262	0.06065189129
263	0.0606428562
264	0.06051065253
265	0.06030280371
266	0.060264302
267	0.06009700499
268	0.06006168485
269	0.0598786706
270	0.05983729226
271	0.05982903758
272	0.05968364037
273	0.05951721
274	0.05939255165
275	0.05935044436
276	0.05915478416
277	0.05903549151
278	0.05901834484
279	0.05896032394
280	0.05881320163
281	0.05876158749
282	0.05868046578
283	0.05864271082
284	0.05852746352
285	0.0583897914
286	0.05816851704
287	0.05803593818
